;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;1;838;44;[774";2;902;"91];2612.31;0.727141;8399.01;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;2;1025;63;[987";17;1064;"111];2501.19;0.574943;5167.81;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;3;1360;75;[1320";36;1411;"133];2447.49;0.620506;6454.97;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;4;1656;70;[1612";38;1690;"112];2313.77;0.525645;3901.94;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;5;844;127;[774";71;872;"161];2402.62;0.608583;5399.9;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;6;547;144;[500";93;599;"206];2663.29;0.700729;8345.78;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;7;181;130;[154";106;221;"161];2035.38;0.580069;2385.88;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;8;1156;147;[1111";108;1198;"186];2691.78;0.733476;4934.65;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;9;1496;150;[1457";118;1534;"193];2488.66;0.608627;4529.02;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;10;760;196;[700";142;839;"254];2600.71;0.631199;11550.4;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;11;1749;221;[1722";195;1779;"282];2375.78;0.490797;3122.61;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;12;179;310;[124";238;235;"369];2523.86;0.746728;11151.1;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;13;550;294;[499";243;605;"351];2670.42;0.729173;8888.75;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;14;352;290;[311";255;387;"331];2327.6;0.616513;4374.64;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;15;1112;322;[1045";266;1170;"378];2875.89;0.697436;9190.05;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;16;1939;307;[1891";271;1980;"345];2381.75;0.735858;4724.91;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;17;1913;392;[1871";356;1963;"432];2559.73;0.690225;5386.06;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;18;2087;518;[2032";482;2165;"578];2358.05;0.474982;7215.12;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;19;415;515;[386";486;445;"543];2403.81;0.676147;2520.02;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;20;1766;652;[1728";598;1802;"697];2579.21;0.625679;5279.59;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;21;150;663;[79";609;205;"772];2304.51;0.660021;15104.2;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;22;1536;713;[1497";672;1577;"759];2543.56;0.639869;5354.12;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;23;1650;768;[1609";728;1690;"809];2574.62;0.738781;4961.26;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;24;482;813;[455";788;509;"842];2142.37;0.681876;2158.04;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;25;1909;817;[1882";793;1948;"849];2230.06;0.645031;2146.33;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;26;1791;865;[1749";816;1837;"920];2535.94;0.66955;6624.24;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;27;390;856;[346";818;428;"894];2253.98;0.648512;4758.98;30"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;28;1545;865;[1511";835;1580;"896];2358.15;0.610563;3358.97;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;29;180;883;[139";850;216;"916];2093.86;0.613596;3708.17;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;30;2007;920;[1965";879;2063;"961];2454;0.599555;6418.77;33"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;31;2140;931;[2115";883;2171;"962];1956.79;0.245087;2410.36;34"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;32;417;959;[389";916;446;"986];1994.38;0.465498;2666.95;35"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;33;1527;975;[1477";933;1576;"1019];2410.45;0.674096;6848.89;36"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;34;665;1080;[616";1035;767;"1130];2428.37;0.610454;11666.4;37"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;35;918;1105;[873";1054;972;"1162];2441.46;0.683284;7552.62;38"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;36;1855;1188;[1807";1137;1898;"1240];2495.84;0.684325;6760.52;40"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;37;1951;1192;[1895";1147;2000;"1277];2399.31;0.603271;8576.81;41"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;38;1535;1198;[1492";1160;1574;"1236];2352.16;0.630575;4892.06;42"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H18;8;18;1;1;39;192;1361;[164";1331;222;"1389];2069.99;0.651523;2677.59;44"
