;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;1;1410;91;[1350";30;1471;"151];6213.48;0.982221;12347.8;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;2;824;76;[791";41;859;"111];4565.28;0.941059;3856.16;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;3;2076;104;[2032";55;2121;"152];5398.13;0.974161;6853.14;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;4;2107;184;[2073";147;2144;"219];4654.42;0.899258;4366.12;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;5;1107;203;[1061";160;1170;"288];5607.73;0.836679;9884.2;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;6;383;218;[343";178;433;"260];5734.55;0.949877;6211.16;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;7;566;251;[529";197;605;"293];5156.58;0.93326;5881.12;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;8;1266;240;[1201";204;1307;"276];5427.6;0.899633;6044.01;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;9;318;316;[260";282;357;"350];5369.79;0.895821;5301.95;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;10;592;331;[520";289;643;"375];5074.46;0.830231;7968.9;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;11;634;436;[598";382;671;"471];4441.96;0.801894;4690.84;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;12;1296;457;[1243";405;1357;"520];5640.24;0.901539;9378.49;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;13;1661;462;[1624";430;1694;"495];4763.82;0.937339;3755.02;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;14;446;475;[417";446;477;"506];5688.75;0.945005;3163.07;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;15;991;515;[954";479;1027;"550];4125.84;0.876235;4395.93;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;16;454;552;[399";503;523;"602];7319.45;0.867768;9249.67;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;17;1223;584;[1187";550;1260;"618];4970.07;0.932593;4213.88;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;18;946;619;[900";573;997;"673];6211.63;0.990901;8000.84;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;19;1774;642;[1725";595;1886;"701];6464.68;0.900056;13369.9;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;20;112;664;[78";632;149;"696];3405.24;0.928117;3763.53;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;21;389;689;[341";651;434;"727];6275.2;0.962892;5643.7;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;22;2028;725;[1988";693;2063;"758];4340.62;0.917604;4095.7;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;23;1008;758;[971";721;1043;"796];5257.67;0.954318;4552.44;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;24;657;760;[621";733;686;"810];3959.94;0.844781;3745.43;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;25;772;836;[735";796;809;"896];5315.5;0.919566;5956.71;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C4;3;4;1;1;26;1805;869;[1770";841;1839;"898];4553.61;0.939784;3269.54;30"
