;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;1;1945;53;[1909";21;1978;"93];2533.65;0.801528;3482.47;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;2;613;82;[538";30;693;"224];3026.5;0.647066;17638;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;3;254;129;[213";63;296;"173];2690.62;0.65151;6326.14;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;4;1884;103;[1847";67;1921;"139];2539.46;0.774474;4086.12;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;5;1041;111;[1008";78;1082;"145];2766.57;0.660944;3587.87;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;6;358;139;[304";90;420;"188];3199.96;0.849045;9217.73;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;7;860;169;[780";102;968;"283];3240.56;0.650929;19734.3;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;8;1514;253;[1382";104;1575;"304];3200.31;0.555709;21905.1;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;9;1256;192;[1203";143;1316;"244];3248.56;0.740248;8660.92;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;10;1156;213;[1111";173;1183;"242];2601.93;0.558201;3286.57;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;11;416;235;[379";199;455;"293];2888.26;0.819112;5722.49;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;12;1646;249;[1613";217;1680;"290];2840.62;0.722838;3808.25;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;13;2072;256;[2036";227;2103;"285];2501.19;0.689783;3070.45;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;14;1034;279;[1004";249;1071;"311];2848.57;0.619544;3199.27;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;15;330;349;[249";267;411;"424];3051.84;0.740933;18226.8;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;16;806;301;[783";282;832;"337];2329.95;0.324863;1675.76;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;17;1851;315;[1828";292;1889;"347];2559.48;0.576506;2324.13;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;18;2058;325;[2017";294;2092;"361];2479.05;0.639295;3624.06;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;19;1939;419;[1896";386;1976;"455];2771.34;0.744324;4417.23;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;20;2067;439;[2003";386;2109;"525];2836.92;0.6732;8569.36;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;21;1311;451;[1267";408;1352;"520];3044.74;0.696272;7676.12;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;22;804;522;[709";431;860;"573];3116.44;0.6941;12415.9;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;23;1889;504;[1843";457;1936;"601];2959.32;0.672839;10171.7;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;24;1671;516;[1613";478;1711;"556];2899.53;0.627641;5153.96;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;25;2131;553;[2040";495;2195;"685];2821.84;0.557581;14558;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;26;1481;534;[1459";507;1510;"558];2532.65;0.509484;1699.18;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;27;1172;551;[1135";517;1204;"585];2713.11;0.632476;3611.29;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;28;564;607;[524";568;607;"649];2801.9;0.776384;4997.46;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;29;1332;607;[1296";577;1367;"637];2880.75;0.66875;3471.82;33"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;30;1084;628;[1051";590;1132;"662];2849.47;0.621764;3999.89;34"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;31;1541;638;[1498";594;1589;"683];3119.23;0.738597;6391.09;35"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;32;734;647;[685";598;794;"699];2618.18;0.689997;8549.13;36"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;33;79;694;[30";649;126;"744];2533.81;0.810597;6875.5;37"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;34;327;734;[283";669;375;"775];2626.66;0.65;6652.99;38"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;35;564;721;[530";689;619;"756];2638.2;0.661678;4555.63;39"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;36;962;736;[918";691;1027;"830];2926.51;0.680669;9916.14;40"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;37;1178;737;[1135";685;1221;"780];3028.44;0.683085;6047.2;41"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;38;1607;731;[1581";704;1634;"760];2386.9;0.563648;2097.36;42"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;39;1311;802;[1278";770;1344;"885];2638.21;0.605151;5935.42;44"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;40;1190;849;[1122";787;1263;"912];3250.95;0.816141;14646.4;46"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;41;1951;871;[1910";801;2018;"911];2752.09;0.678236;7536.65;47"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;42;2104;861;[2069";832;2142;"892];2631.16;0.652276;3355.77;48"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;43;1354;908;[1308";867;1392;"945];2768.94;0.661281;5042.18;49"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;44;577;930;[533";897;603;"958];2240.27;0.555069;2876.68;50"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;45;1220;948;[1186";931;1239;"972];2184.17;0.432478;1225.41;51"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;46;1528;990;[1469";955;1571;"1022];2625.58;0.619731;5016.62;52"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;47;1601;1068;[1564";1014;1644;"1113];2469.36;0.599334;6061.05;53"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;48;583;1078;[541";1036;628;"1124];2737.4;0.763556;6399.6;54"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;49;79;1076;[35";1047;125;"1106];2392.64;0.687788;4154.26;55"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;50;1375;1082;[1344";1048;1405;"1114];2352.89;0.556952;2810.67;56"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;51;1980;1094;[1926";1055;2032;"1131];2157.66;0.499576;4721.72;57"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;52;1276;1123;[1233";1086;1317;"1165];2632.71;0.74538;4898.45;58"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;53;1424;1171;[1382";1132;1475;"1211];2771.68;0.752462;5480.81;61"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;54;1789;1179;[1734";1127;1876;"1231];2930.44;0.751646;11703.7;62"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;55;1080;1191;[1039";1147;1122;"1236];2622.5;0.747803;5569.18;63"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;56;726;1270;[695";1236;758;"1304];2511.45;0.651856;3152.42;64"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;57;380;1306;[340";1267;421;"1344];2686.38;0.754677;5252.98;65"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;58;1624;1359;[1555";1291;1692;"1432];3173.85;0.853678;14550.6;66"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;59;1036;1371;[989";1330;1079;"1413];2707.15;0.808655;5836.4;67"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;60;2003;1441;[1957";1400;2064;"1483];2672.99;0.729398;6722.19;68"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;61;163;1463;[113";1420;213;"1508];2551.05;0.745104;6972.38;69"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;62;1005;1466;[955";1418;1051;"1511];2900.47;0.816384;6872.31;70"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;63;494;1710;[426";1636;563;"1781];3434.3;0.952558;16394.5;71"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;64;389;1723;[369";1702;410;"1744];2189.08;0.70644;1389.37;73"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;65;958;1777;[903";1723;1019;"1833];3131.89;0.845547;10572;74"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;66;1762;1887;[1691";1774;1814;"1941];2776.15;0.763685;15193.6;75"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;67;633;1933;[609";1911;656;"1957];2025.08;0.620484;1554.39;76"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;68;1667;1951;[1624";1912;1737;"2003];2358.59;0.725174;7671.86;77"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;69;1541;2012;[1500";1975;1580;"2052];2171.1;0.634866;4917.61;78"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;70;1383;2055;[1319";2013;1434;"2101];2373.4;0.733768;7572.85;79"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;71;1764;241;[1607";133;1832;"319];2132.01;0.247319;20380.6;80"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;72;1150;111;[1102";38;1233;"157];2140.71;0.285388;8566.16;81"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;73;1332;111;[1290";66;1384;"169];2130.19;0.224832;4334.19;82"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;74;481;156;[461";128;520;"211];2013.27;0.317697;2793.64;83"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;75;968;57;[937";27;985;"87];2128.57;0.280908;1638.49;84"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;76;842;46;[811";30;869;"70];2122.25;0.262545;1198.79;85"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;77;1967;175;[1924";153;1990;"211];2266.35;0.420198;1841.84;86"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;78;1939;304;[1903";271;1984;"362];2054.78;0.149258;3541.02;87"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;79;1711;349;[1690";321;1740;"380];2428.85;0.280415;1528.84;88"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;80;1448;724;[1198";533;1610;"848];2206.83;0.17526;45755.4;89"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;81;1392;551;[1355";515;1432;"614];2277.71;0.139876;2972.5;90"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;82;816;1260;[783";1236;844;"1288];2348.66;0.570543;2323.06;91"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E10;5;10;1;1;83;886;1518;[845";1482;915;"1544];1986.02;0.263064;2284.74;92"
