;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;1;2191;454;[2180";397;2203;"468];2621.08;0.412109;1014.61;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;2;685;498;[674";458;736;"514];2184.13;0.141128;1130.66;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;3;931;314;[909";294;953;"341];2640.98;0.548898;1109.36;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;4;1111;53;[1081";17;1154;"75];2243.16;0.117943;1812.03;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;5;1009;46;[991";25;1033;"70];3270.28;0.698885;1330.81;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;6;1405;54;[1377";28;1434;"83];3090.26;0.554585;2113.33;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;7;1207;88;[1184";54;1231;"141];3097.4;0.542413;2911.81;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;8;852;84;[806";59;887;"136];2846.69;0.546553;3822.09;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;9;427;90;[403";72;453;"112];2868.77;0.587001;1332.94;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;10;1764;128;[1727";94;1783;"147];3115.07;0.478515;1569.29;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;11;320;160;[291";133;347;"196];2763.26;0.642731;2214.47;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;12;1174;199;[1110";144;1227;"246];4536.98;0.675544;7564.33;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;13;1575;196;[1557";179;1603;"218];3160.99;0.597995;1170.05;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;14;258;230;[209";204;277;"263];2843.47;0.626843;2325.19;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;15;368;260;[330";216;390;"281];2797.78;0.424263;2071.81;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;16;254;268;[232";250;289;"285];3586.41;0.747174;1583.13;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;17;967;349;[929";329;993;"392];3344.59;0.562566;2754.25;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;18;1300;366;[1280";347;1325;"387];3142.51;0.614262;1221.15;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;19;1438;380;[1403";353;1464;"405];3136.94;0.555461;2118.65;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;20;1251;403;[1221";381;1275;"431];2901.41;0.63542;1997.28;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;21;1117;559;[1088";526;1142;"584];2889.69;0.48792;1964.28;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;22;1393;706;[1364";670;1422;"741];2711.46;0.512925;2738.28;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;23;470;854;[455";833;493;"877];3249.85;0.747172;1214.76;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N4;14;4;1;1;24;33;910;[4";894;54;"926];2852.94;0.784321;1261.61;27"
