;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;1;1174;52;[1126";23;1209;"93];2108.54;0.474296;4003.08;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;2;408;62;[364";28;444;"106];2156.67;0.64178;3994.56;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;3;1314;98;[1274";61;1354;"145];2219.89;0.628792;4692.97;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;4;1936;110;[1896";75;1979;"158];2073.61;0.604397;4955.94;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;5;981;107;[926";73;1028;"142];2194.18;0.617485;4957;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;6;135;146;[76";105;194;"191];1962.38;0.565252;6681.74;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;7;547;162;[510";109;574;"203];2272.41;0.529657;3790.15;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;8;299;199;[261";173;339;"240];2185.48;0.550905;3196.08;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;9;1686;214;[1648";170;1727;"259];2304.09;0.712041;5396.7;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;10;985;220;[944";182;1028;"261];2394.61;0.644338;4737.69;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;11;735;268;[693";199;814;"305];2390.98;0.563745;7364.18;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;12;904;291;[863";252;955;"326];2321.65;0.538985;4856.93;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;13;1434;388;[1402";351;1472;"424];2231.85;0.618427;3833.8;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;14;919;399;[877";356;966;"439];2361.75;0.636145;5364.77;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;15;1749;405;[1695";360;1810;"456];2417.92;0.666185;7776.19;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;16;282;416;[241";377;321;"457];2333.43;0.6358;4869.7;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;17;1271;475;[1213";394;1336;"545];2414.37;0.540106;13377.3;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;18;784;472;[731";424;950;"521];2421.14;0.512197;15095.7;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;19;980;466;[952";441;1011;"490];2239.18;0.635408;1978.12;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;20;649;536;[549";471;740;"679];2367.05;0.607351;23872.6;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;21;320;663;[281";619;356;"698];2276.95;0.640031;4538.6;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;22;1466;680;[1424";640;1506;"719];2177.64;0.563821;4421.49;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;23;673;699;[628";659;718;"771];2217.14;0.603866;7560.07;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;24;1292;718;[1246";677;1350;"762];2349.68;0.638211;6695.58;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;25;248;709;[219";679;277;"741];2139.81;0.642892;2686.11;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;26;1196;740;[1167";706;1229;"773];2175.76;0.54852;3068.32;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;27;221;821;[185";767;260;"868];2232.82;0.67185;5607.5;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;28;543;819;[514";790;570;"852];2089.87;0.543244;2584.97;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;29;850;871;[815";831;906;"909];2221.94;0.511578;4731.3;33"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;30;312;1000;[281";966;343;"1033];1973.14;0.38931;2776.6;34"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;31;1029;1123;[981";1046;1082;"1170];2349.01;0.559237;8143.5;36"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;32;601;1129;[547";1083;642;"1173];2339.88;0.704167;6517.78;37"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;33;1239;1120;[1190";1087;1275;"1153];2189.31;0.532494;4316.09;38"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;34;471;1134;[440";1099;520;"1168];2153.48;0.502147;3691.14;39"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;35;2163;1208;[2101";1168;2191;"1239];2215.65;0.417316;3974.33;40"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;36;357;1383;[314";1341;401;"1433];2148.44;0.621569;6405.99;41"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;37;1923;1427;[1896";1401;1951;"1453];2202.71;0.698062;2221.92;42"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;38;2089;1581;[2039";1548;2162;"1620];2156.58;0.539966;5938.61;43"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;39;117;1587;[91";1559;142;"1622];1859.71;0.639244;2276.22;44"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;40;340;1645;[283";1590;397;"1702];2268.17;0.706175;10656.1;45"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G22;7;22;1;1;41;154;1736;[115";1699;201;"1771];1917.04;0.5998;4154.26;46"
