;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;1;853;1081;[825";1064;872;"1101];2575.38;0.713887;1079.55;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;2;1357;48;[1331";16;1387;"77];2758.12;0.78381;2241.09;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;3;814;125;[781";70;844;"151];2610.68;0.721291;3337.67;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;4;1124;129;[1085";91;1171;"172];2983.72;0.689737;5245.52;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;5;332;139;[317";113;360;"159];2662.88;0.629591;1210.51;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;6;788;208;[745";169;829;"251];3206.72;0.860061;5627.73;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;7;1637;245;[1584";208;1689;"290];3253.74;0.735849;6157.93;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;8;862;264;[818";226;899;"321];3192.22;0.786162;5989.71;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;9;1337;264;[1283";234;1368;"295];2920.39;0.805125;3478.21;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H3;8;3;1;1;10;602;258;[581";241;622;"279];2471.74;0.710626;1087.01;14"
