;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;1;573;1673;[544";1627;596;"1692];2279.84;0.0764335;1189.21;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;2;971;40;[941";13;1015;"73];2751.12;0.751239;3400.49;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;3;1848;67;[1807";34;1881;"99];2644.07;0.808124;3563.38;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;4;333;76;[293";43;363;"124];3212.98;0.856422;3766.73;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;5;1205;90;[1163";51;1245;"132];3713.76;0.895509;5214.65;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;6;353;156;[312";107;427;"196];4342.84;0.867582;7891.18;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;7;1295;142;[1260";110;1327;"173];2984.15;0.770179;3339.8;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;8;1937;153;[1907";127;1967;"180];2516.7;0.823807;2520.02;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;9;2096;165;[2069";146;2121;"188];2354.32;0.777368;1588.46;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;10;941;192;[904";156;979;"230];3212.34;0.804675;4364;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;11;416;191;[370";166;451;"218];3141.27;0.811024;3036.38;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;12;1043;212;[1000";171;1084;"252];3594.25;0.869987;5656.48;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;13;1223;204;[1189";173;1255;"238];3077.73;0.803562;3560.19;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;14;120;219;[89";186;152;"259];3252.72;0.825596;3664.52;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;15;1721;220;[1691";192;1750;"254];2580.9;0.712765;2802.16;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;16;1395;235;[1359";199;1432;"271];3150.69;0.806044;3967.95;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;17;1512;237;[1485";202;1537;"266];2592.92;0.715139;2595.61;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;18;178;248;[143";216;228;"286];3532.06;0.85452;4501.33;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;19;2021;247;[1983";216;2058;"280];2899.04;0.807868;3720.95;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;20;771;265;[728";226;820;"304];3843.27;0.911726;5688.42;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;21;1299;326;[1262";294;1338;"359];2992.68;0.73719;3726.27;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;22;1974;346;[1934";311;2010;"383];3252.85;0.810726;4211.75;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;23;1656;354;[1626";322;1688;"387];2882.59;0.727857;3168.39;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;24;1808;378;[1775";346;1842;"412];3263.34;0.859809;3690.07;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;25;1400;383;[1367";351;1438;"416];2943.98;0.717935;3764.6;30"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;26;375;402;[336";368;415;"438];3511.27;0.874379;4569.47;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;27;1809;444;[1776";411;1844;"478];3458.64;0.856744;3907.26;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D16;4;16;1;1;28;300;497;[253";465;349;"532];2850.82;0.735895;4691.91;33"
