;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;1;393;1076;[377";1062;417;"1114];2396.01;0.512082;1065.71;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;2;1849;65;[1816";39;1900;"89];3056.51;0.422193;2211.28;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;3;1646;71;[1619";44;1666;"99];3783.27;0.44346;1620.4;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;4;1329;94;[1258";64;1358;"138];3594.94;0.3196;3460.11;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;5;650;100;[626";75;668;"131];2573.23;0.406282;1445.79;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;6;837;107;[819";90;861;"141];3090.99;0.673103;1398.95;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;7;1859;124;[1819";87;1879;"153];3146.96;0.435655;2214.47;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;8;237;123;[207";99;258;"147];2725.7;0.607734;1487.31;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;9;1901;163;[1855";119;1925;"215];3122.6;0.488193;3270.6;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;10;829;191;[807";156;883;"218];3451.38;0.438095;2323.06;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;11;2006;211;[1979";185;2072;"244];2938.94;0.533024;3897.68;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;12;1922;242;[1896";216;1961;"272];3448.76;0.509282;2265.57;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;13;753;307;[728";270;780;"341];3212.45;0.580135;2563.67;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;14;753;378;[710";333;778;"410];3132.31;0.501226;3328.09;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;15;322;425;[296";394;351;"458];2690.66;0.499353;2397.59;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;16;125;449;[88";407;177;"489];2741.1;0.487775;3858.29;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;17;505;480;[463";448;529;"505];3007.01;0.661547;2175.08;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;18;876;526;[837";485;918;"567];3801.79;0.627952;4285.21;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;19;507;534;[454";489;546;"568];3126.16;0.56396;4270.31;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;20;1757;593;[1716";563;1809;"634];3277.42;0.393802;4179.81;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;21;750;607;[723";575;794;"633];3395.65;0.60454;2328.39;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;22;577;730;[544";703;602;"764];2561.74;0.45829;2440.17;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;23;407;732;[364";693;438;"760];2707.56;0.463785;2754.25;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;24;897;853;[871";821;912;"874];2476.13;0.333114;1027.39;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;25;1751;1006;[1726";939;1787;"1040];3200.99;0.414365;3691.14;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;26;695;1044;[663";1011;739;"1074];2792.71;0.569775;3065.12;30"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;27;990;1054;[959";1028;1027;"1077];2952.3;0.596609;2357.13;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;28;1881;1088;[1832";1065;1903;"1120];2936.77;0.412588;2495.54;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;29;434;1155;[303";1077;490;"1188];2991.34;0.384379;8987.76;33"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;30;546;1139;[508";1086;583;"1178];3397;0.653257;4142.55;34"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;31;165;1177;[138";1152;208;"1213];2763.03;0.624553;2891.59;36"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I6;9;6;1;1;32;2147;1169;[2126";1150;2174;"1202];2864.74;0.566171;1626.78;37"
