;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;1;318;1517;[288";1489;352;"1556];2547.77;0.479027;2344.36;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;2;760;1694;[726";1664;795;"1755];3119.57;0.566093;3498.44;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;3;688;1713;[674";1686;706;"1740];3363.91;0.766335;1285.03;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;4;1639;2067;[1620";2049;1668;"2084];2553.81;0.599393;1160.47;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;5;822;105;[787";67;843;"151];2455.6;0.386887;2751.05;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;6;1571;232;[1516";141;1614;"286];2737.17;0.445366;7013.91;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;7;1251;279;[1227";261;1271;"299];2413.09;0.522381;1098.72;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;8;1451;282;[1421";261;1477;"320];2510.02;0.488859;1835.45;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;9;1154;309;[1125";284;1192;"341];2339.6;0.181443;1747.09;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;10;851;346;[828";331;870;"381];2709.18;0.346137;1151.95;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;11;1684;455;[1671";428;1718;"470];2394.89;0.466499;1050.81;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;12;415;467;[388";432;436;"493];2173.21;0.472257;1447.92;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;13;1015;548;[971";505;1036;"567];2558.15;0.364368;2359.26;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;14;635;606;[615";571;657;"628];2895.08;0.400194;1480.93;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;15;233;625;[210";600;260;"659];2933.62;0.589626;1702.37;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;16;579;656;[558";622;620;"714];2682.63;0.420743;2570.06;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;17;958;786;[927";748;975;"825];2646.52;0.445135;1566.1;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;18;1569;779;[1548";757;1593;"803];2248.95;0.739186;1593.78;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;19;731;904;[686";884;748;"955];2719.9;0.476159;2179.34;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;20;764;1084;[727";1048;798;"1118];2853.65;0.60271;2857.52;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;21;2173;1161;[2152";1139;2197;"1188];2971.96;0.672302;1659.79;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;22;1351;1207;[1313";1169;1397;"1246];2208.85;0.762016;5123.09;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;23;1667;1315;[1650";1298;1688;"1333];2672.25;0.780451;1076.36;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;24;2093;1340;[2080";1309;2134;"1359];3190.48;0.600598;1538.42;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O9;15;9;1;1;25;1395;1418;[1376";1397;1431;"1454];2768.18;0.588658;1731.12;26"
