;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;1;1671;828;[1641";786;1685;"842];2770.39;0.577328;1474.54;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;2;198;1353;[177";1332;252;"1375];2088.72;0.56158;2451.89;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;3;996;49;[965";9;1031;"76];2527.62;0.61981;2744.66;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;4;1877;71;[1827";23;1905;"108];2566.16;0.474253;3773.12;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;5;816;117;[788";97;847;"158];2455.58;0.43798;1987.7;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;6;373;123;[339";98;416;"222];2751.45;0.408467;5971.61;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;7;1267;122;[1245";106;1289;"150];2946.51;0.490631;1076.36;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;8;1681;152;[1664";114;1720;"171];2423.89;0.42001;1529.9;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;9;1003;185;[983";163;1035;"210];2476.72;0.384036;1480.93;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;10;1477;180;[1460";161;1492;"223];3310.34;0.668578;1468.15;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;11;372;250;[334";217;391;"266];2329.62;0.489069;1487.31;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;12;519;260;[476";239;556;"287];2536.84;0.46121;1986.63;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;13;1980;316;[1946";285;2016;"356];2323.85;0.446688;3163.07;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M20;13;20;1;1;14;919;375;[889";345;975;"402];2394.44;0.361134;3202.46;14"
