;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;1;1689;36;[1660";12;1706;"71];2395.87;0.63249;1586.33;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;2;1816;110;[1797";90;1837;"130];2253.93;0.50781;1110.43;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;3;961;193;[905";129;1030;"276];3194.23;0.565998;13045.1;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;4;1626;169;[1589";142;1647;"201];2282.49;0.429399;1942.98;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;5;1673;193;[1654";141;1695;"217];2459.29;0.434789;2035.61;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;6;1194;245;[1123";184;1238;"281];2886.78;0.469132;6054.66;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;7;1296;209;[1260";193;1315;"227];2581.2;0.56551;1456.44;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;8;358;233;[337";207;384;"258];2936.87;0.525729;1420.24;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;9;426;252;[387";218;460;"285];3021.29;0.566121;2823.45;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;10;1273;303;[1255";284;1293;"327];2473.03;0.523902;1115.75;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;11;1158;312;[1130";278;1199;"354];3033.13;0.448101;2579.64;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;12;1391;325;[1365";300;1421;"354];2846.62;0.630789;2207.02;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;13;2119;371;[2061";350;2146;"396];2502.76;0.507819;2825.58;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;14;1879;380;[1841";357;1928;"406];2416.53;0.430928;2648.85;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;15;1403;417;[1354";396;1437;"542];2931.81;0.376482;5877.93;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F24;6;24;1;1;16;152;454;[115";428;187;"483];2761.36;0.592412;2590.29;20"
