;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;1;1752;387;[1719";367;1765;"431];2601.39;0.110651;1068.91;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;2;2083;145;[2052";113;2117;"185];2905.83;0.758953;3638.97;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;3;1841;155;[1806";119;1881;"198];3903.62;0.794511;4687.65;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;4;88;173;[38";128;136;"218];4229.24;0.904217;7193.83;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;5;2125;259;[2077";203;2164;"301];3154.16;0.706333;6214.35;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;6;1869;258;[1822";213;1920;"315];3147.19;0.562143;7231.09;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;7;390;312;[371";293;416;"338];2644.01;0.53862;1460.7;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;8;1440;349;[1401";310;1476;"381];3055.54;0.346936;3078.96;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;9;1144;356;[1106";314;1184;"389];3931.74;0.595631;4185.13;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;10;1575;364;[1538";330;1612;"401];3892.25;0.771497;4355.48;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A15;1;15;1;1;11;1983;432;[1953";404;2011;"460];2925.55;0.613898;2531.73;13"
