;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;1;1948;52;[1908";15;1993;"89];2999.81;0.892815;5021.95;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;2;2086;64;[2039";19;2140;"110];3172.52;0.906526;7579.23;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;3;283;70;[241";29;324;"118];3305.69;0.872211;5940.74;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;4;1108;70;[1072";32;1144;"134];2984.47;0.735078;5479.75;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;5;674;86;[627";42;734;"132];3617.03;0.860862;7833.69;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;6;569;100;[536";68;602;"139];2872.3;0.796883;3761.4;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;7;458;114;[419";75;500;"152];3129.02;0.834913;5383.93;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;8;1893;193;[1847";105;1943;"241];3582.23;0.798875;9420.01;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;9;966;187;[931";164;994;"211];2561.4;0.565309;2233.63;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;10;1561;326;[1506";166;1614;"462];3872.08;0.638668;21495.3;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;C9;3;9;1;1;11;1066;218;[1031";185;1101;"255];2948.68;0.742766;3834.86;14"
