;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;1;369;45;[339";14;402;"77];2221;0.614307;2836.22;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;2;1535;110;[1497";73;1573;"169];2781.21;0.648219;5407.35;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;3;1402;113;[1382";92;1425;"143];2374.64;0.603621;1393.63;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;4;111;126;[80";95;150;"164];1912.74;0.690344;3415.39;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;5;927;140;[883";104;968;"180];2844.74;0.749342;4736.62;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;6;2087;144;[2035";115;2121;"196];2385.47;0.551864;3977.53;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;7;1104;160;[1069";126;1157;"198];2725.35;0.716702;4744.07;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;8;1318;160;[1291";132;1348;"189];2580.23;0.737709;2248.54;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;9;1866;196;[1832";172;1894;"231];2607.42;0.585175;2459.34;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;10;923;232;[887";202;966;"265];2707.81;0.678017;3772.05;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;11;119;267;[77";225;166;"318];2294.63;0.765552;6673.22;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;12;286;267;[240";225;332;"301];2357.87;0.616037;4879.29;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;13;1210;267;[1170";228;1250;"319];2752.58;0.682246;5999.3;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;14;51;289;[19";258;88;"326];2055.93;0.832276;3455.85;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;15;1336;299;[1295";262;1373;"336];2686.88;0.72075;4369.32;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;16;791;298;[757";264;824;"349];2721.97;0.65916;4262.85;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;17;520;293;[486";267;573;"319];2469.87;0.517101;2888.39;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;18;963;309;[925";273;998;"343];2679.93;0.714769;3972.2;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;19;195;357;[157";309;238;"391];2146.59;0.531415;3810.38;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;20;1446;397;[1411";364;1486;"435];2746.02;0.619745;4274.56;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;21;1152;399;[1102";368;1181;"435];2195.76;0.194649;3072.58;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;22;673;436;[576";387;726;"485];2735.15;0.571145;10925.4;30"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;23;1317;425;[1282";394;1356;"457];2754.02;0.711794;3681.56;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;24;184;495;[153";455;285;"539];2268.75;0.492602;6969.19;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;25;1283;508;[1241";465;1333;"552];2997.1;0.760505;6435.8;33"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;26;2081;524;[2031";490;2111;"561];2530.05;0.554767;3867.87;34"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;27;1172;543;[1129";502;1222;"599];2693.07;0.662156;6754.13;35"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;28;668;565;[617";502;729;"628];2711.95;0.766511;10707.2;36"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;29;584;544;[548";511;618;"581];2632.68;0.786575;4030.76;37"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;30;324;592;[289";555;369;"631];2389.99;0.689284;4533.27;38"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;31;950;607;[908";561;996;"646];2422.02;0.554076;5523.4;39"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;32;1352;583;[1303";553;1365;"622];2175.91;0.151867;1192.41;40"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;33;809;634;[772";596;848;"670];2457.49;0.630107;4393.81;41"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;34;55;641;[10";602;105;"680];2235.18;0.690793;5702.26;42"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;35;1710;647;[1687";619;1740;"671];2581.11;0.63916;1958.95;43"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;36;1813;664;[1767";619;1867;"712];2957.51;0.768115;7390.79;44"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;37;1397;654;[1362";623;1431;"686];2674.28;0.623111;3350.45;45"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;38;1079;664;[1040";629;1118;"700];2578.85;0.701812;4176.62;46"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;39;1197;652;[1154";620;1224;"715];2065.91;0.162139;2742.54;47"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;40;1021;666;[988";647;1040;"686];2376.56;0.636405;1602.3;48"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;41;760;718;[724";681;790;"752];2382.79;0.636226;3417.52;49"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;42;958;716;[932";692;982;"748];2174.66;0.315224;1374.46;50"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;43;1265;720;[1242";692;1289;"739];2615.94;0.340935;1581;51"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;44;1770;721;[1742";691;1799;"752];2620.38;0.643185;2555.16;52"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;45;2130;777;[2089";738;2193;"819];2679.95;0.606949;5558.53;53"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;46;1497;821;[1384";753;1568;"895];3002.64;0.742413;18025.6;54"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;47;1227;779;[1189";754;1258;"807];2480.8;0.493576;2320.93;55"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;48;737;799;[704";760;768;"834];2393.36;0.666115;3422.85;56"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;49;242;821;[201";782;284;"874];2280.54;0.625099;5805.53;57"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;50;1153;826;[1071";780;1202;"871];2489.22;0.636453;8451.18;58"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;51;1839;819;[1813";794;1866;"846];2544.63;0.65606;2104.81;60"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;52;1839;874;[1804";842;1871;"907];2648.47;0.661552;3435.62;61"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;53;1986;892;[1938";849;2045;"937];2807.78;0.712737;6887.21;62"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;54;135;891;[98";854;192;"929];2165.9;0.658046;5063.47;63"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;55;572;946;[448";875;645;"1028];2633.16;0.673687;18463.1;64"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;56;1110;995;[1083";970;1143;"1022];2261.7;0.589098;2251.73;65"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;57;1385;1020;[1351";985;1423;"1054];2434.17;0.685255;3480.34;66"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;58;86;1033;[47";995;132;"1072];2281.99;0.834197;5415.87;67"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;59;1091;1152;[1027";1074;1143;"1200];2559.92;0.641723;9429.59;69"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;60;626;1134;[580";1103;662;"1173];2316.52;0.567608;4063.76;70"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;61;1682;1142;[1640";1104;1722;"1183];2637.46;0.711114;5077.31;71"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;62;1263;1141;[1231";1107;1299;"1173];2277.12;0.622731;3445.2;72"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;63;1788;1156;[1765";1119;1813;"1187];2116.33;0.224291;1796.06;73"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;64;992;1183;[928";1140;1036;"1228];2534.33;0.68958;6108.95;74"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;65;800;1173;[775";1155;821;"1204];2062.32;0.254766;1314.84;75"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;66;1041;1217;[1015";1190;1071;"1246];2389.04;0.742167;2438.05;76"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;67;833;1274;[799";1242;869;"1310];2298.73;0.597755;3455.85;78"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;68;481;1309;[443";1273;532;"1346];2518.38;0.74162;5310.47;79"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;69;1249;1368;[1186";1279;1320;"1435];2835.82;0.820926;15791.9;80"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;70;1533;1390;[1481";1342;1651;"1440];2591.39;0.598722;11774;81"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;71;754;1477;[683";1400;824;"1591];2725.7;0.768544;19778;82"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;72;98;1493;[66";1463;141;"1525];2094.93;0.639375;3521.86;83"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;73;2154;1533;[2113";1488;2200;"1567];2497.84;0.629785;4647.19;84"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;74;1670;1536;[1636";1496;1703;"1571];2339.69;0.634694;3658.13;85"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;75;960;1546;[929";1520;989;"1575];2213.56;0.59302;2432.72;86"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;76;1049;1560;[1011";1524;1086;"1598];2453.97;0.723923;4275.63;87"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;77;1869;1615;[1824";1576;1912;"1654];2503.68;0.676667;5014.5;88"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;78;1708;1605;[1689";1587;1735;"1635];2150.31;0.498253;1503.28;89"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;79;648;1747;[616";1715;684;"1780];2344.8;0.654879;3403.68;90"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;80;1456;1774;[1396";1717;1520;"1832];2666.33;0.761463;11373.6;91"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;81;83;1750;[47";1725;125;"1775];1900.94;0.600519;2754.25;92"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;82;1061;1969;[1020";1927;1112;"2010];2453.4;0.688408;6271.85;94"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;83;953;1988;[934";1968;983;"2011];1807.26;0.308213;1000.77;96"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;84;852;2062;[812";2005;894;"2104];2317.77;0.616601;6188.8;97"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;85;286;2063;[251";2030;327;"2114];1991.91;0.612663;4113.8;98"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;86;460;2131;[416";2086;503;"2175];2184.34;0.722895;5973.74;100"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;87;1227;130;[1163";57;1279;"216];2135.22;0.16869;7507.9;102"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;88;702;211;[440";20;984;"517];2084.5;0.0614375;81270;103"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;89;1730;364;[1256";21;2095;"1224];2161.1;0.0867069;518356;104"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;E3;5;3;1;1;90;424;132;[393";112;443;"164];2428.27;0.394272;1641.69;105"
