;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;1;2149;89;[2091";28;2196;"135];4360.68;0.896341;8304.26;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;2;1862;139;[1761";55;1919;"262];5082.08;0.748106;16955.6;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;3;321;98;[287";62;355;"134];3657.7;0.870678;3876.39;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;4;300;254;[267";222;333;"289];3553.31;0.825359;3695.4;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;5;2059;270;[1966";229;2110;"319];4867.69;0.846621;9816.06;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;6;1475;315;[1416";269;1520;"413];5597.67;0.888013;11524.8;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;7;1833;315;[1795";278;1872;"356];3907.52;0.872625;4864.38;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;8;1109;321;[1086";299;1130;"343];3060.3;0.803197;1572.49;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;9;137;385;[96";335;177;"431];3561.95;0.882408;5930.09;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B4;2;4;1;1;10;1567;415;[1534";380;1611;"458];3433.86;0.753136;4211.75;13"
