;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;1;909;1451;[879";1409;923;"1476];2380.43;0.478605;1583.13;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;2;504;40;[462";22;535;"65];2475.03;0.594037;2399.72;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;3;549;88;[533";73;596;"113];2562.2;0.352886;1294.61;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;4;1852;122;[1819";82;1932;"181];2662.76;0.533869;6231.39;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;5;1508;207;[1475";166;1542;"246];2801.59;0.641385;3775.24;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;6;1364;205;[1329";171;1403;"256];2769.96;0.681497;4148.94;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;7;199;233;[170";211;231;"258];2680.36;0.615762;2102.68;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;8;1202;239;[1172";216;1224;"260];2243.8;0.531046;1401.08;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;9;1418;244;[1399";226;1439;"262];2633.64;0.686528;1042.29;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;10;397;255;[351";223;433;"293];2951.19;0.651695;3795.47;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;11;2033;267;[2000";238;2071;"304];2512.26;0.686693;3519.73;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;12;224;297;[190";272;270;"325];2608.2;0.515241;2482.76;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;13;1096;302;[1066";276;1122;"337];2556.13;0.636706;2364.58;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;14;1814;304;[1771";272;1862;"349];2473.96;0.59208;4381.03;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;15;455;432;[428";360;486;"455];2558.16;0.431523;3530.38;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;16;789;435;[751";402;815;"472];2805.48;0.581038;2590.29;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;17;1115;442;[1081";415;1152;"473];2863.13;0.739264;3308.93;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;18;2100;443;[2082";420;2118;"465];2391.74;0.642016;1044.42;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;19;1648;472;[1599";447;1677;"515];2551.52;0.591068;3117.29;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;20;1874;493;[1840";465;1908;"525];2598.32;0.658778;2796.83;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;21;52;516;[4";471;112;"573];2546.87;0.506302;5854.5;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;22;429;521;[354";469;474;"569];3023.13;0.637283;7811.33;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;23;2099;503;[2072";478;2129;"527];2528.01;0.655374;1847.17;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;24;682;610;[655";573;724;"655];2740.7;0.592761;3946.65;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;25;2104;619;[2052";582;2142;"664];2510.47;0.550899;4307.57;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H24;8;24;1;1;26;546;696;[508";629;591;"722];2454.22;0.40742;3887.03;29"
