;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;1;1897;183;[1872";171;1920;"218];2364.8;0.453492;1326.55;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;2;784;542;[747";516;802;"577];2490.48;0.457709;1568.23;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;3;1020;161;[1001";113;1060;"179];2359.31;0.421357;1982.38;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;4;1197;207;[1140";148;1252;"266];2170.11;0.553392;10447.4;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;5;1365;230;[1341";184;1398;"262];2497.18;0.49165;2721.24;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;6;421;216;[345";188;445;"247];2381.98;0.486531;3779.5;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;7;333;262;[312";229;369;"287];2262.78;0.448355;1608.68;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;8;1444;258;[1423";246;1466;"293];2429.31;0.437387;1116.82;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;9;1414;348;[1398";336;1454;"390];2445.37;0.367287;1688.53;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;10;153;381;[118";348;203;"431];2412.79;0.520097;4320.34;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;11;1084;402;[1038";375;1114;"423];2254.32;0.38592;2114.39;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;12;1360;430;[1319";383;1382;"480];2185.73;0.330243;3731.59;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;13;261;487;[234";455;283;"515];2173.09;0.489458;1610.81;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;14;919;478;[889";462;937;"511];2222.06;0.580207;1486.25;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;15;1172;533;[1146";507;1219;"577];2720.97;0.610407;3215.24;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;16;2163;566;[2105";540;2196;"602];2206.62;0.301453;2514.7;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;17;733;564;[712";534;750;"584];2198.77;0.49253;1140.24;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;18;1652;623;[1631";603;1683;"655];2319.75;0.484435;1752.41;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;19;987;634;[943";614;1010;"678];2228.05;0.469969;2520.02;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;20;745;697;[722";669;789;"743];2333.05;0.473811;2637.13;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;21;977;703;[956";674;999;"727];2397.44;0.614961;1598.04;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;22;689;712;[672";697;721;"731];2335.29;0.610373;1042.29;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;23;1706;823;[1678";801;1722;"865];2084.51;0.3213;1552.26;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;24;1783;1089;[1757";1055;1848;"1113];2704.62;0.57405;3462.24;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;25;770;1103;[746";1072;790;"1130];2212.39;0.490713;1631.04;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;26;382;1484;[337";1463;402;"1512];2219.96;0.429679;1890.82;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;27;274;1556;[245";1525;337;"1577];2393.46;0.413496;2640.33;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;28;515;1784;[490";1748;546;"1816];2579.24;0.599788;2685.04;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;29;1008;1922;[982";1910;1022;"1971];2364.62;0.37622;1148.76;30"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;30;1070;1950;[1034";1927;1088;"1984];2654.6;0.560076;1599.1;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;31;686;2093;[642";2050;718;"2138];2355.44;0.437342;3832.74;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M15;13;15;1;1;32;1931;51;[1901";28;1968;"79];2169.38;0.34106;2005.8;33"
