;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;1;1493;557;[1455";538;1506;"583];2598.4;0.329725;1266.93;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;2;165;1503;[142";1476;190;"1523];2303.49;0.724928;1505.41;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;3;1003;45;[980";13;1062;"99];2636.6;0.38752;3255.7;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;4;1407;49;[1378";19;1433;"82];2676.74;0.804245;2523.22;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;5;709;83;[689";54;751;"97];2156.72;0.45598;1730.05;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;6;172;150;[140";128;200;"195];2503.5;0.445799;2187.85;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;7;52;165;[22";145;91;"186];2436.32;0.641051;1452.18;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;8;1338;168;[1316";155;1366;"197];3492.24;0.483403;1030.58;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;9;1515;209;[1480";164;1548;"248];2812.48;0.308841;2385.88;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;N14;14;14;1;1;10;60;199;[41";178;99;"216];2422.47;0.611126;1390.43;12"
