;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;1;337;96;[296";30;383;"131];2993.21;0.781696;6170.7;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;2;1719;84;[1664";28;1776;"140];4781.16;0.941213;10367.5;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;3;721;72;[689";36;754;"110];2814.89;0.789071;3987.11;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;4;1991;133;[1969";112;2012;"158];2396.59;0.809436;1551.19;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;5;1617;196;[1573";150;1659;"241];4021.6;0.937378;6449.64;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;6;931;220;[897";187;968;"259];2985.09;0.809265;4233.04;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;7;2004;217;[1975";193;2029;"246];2590.19;0.739195;2302.84;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;8;196;315;[149";203;257;"361];3604.12;0.722911;11863.4;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;9;650;238;[612";201;693;"276];3535.68;0.927399;4981.49;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;10;131;248;[92";212;175;"286];3131.43;0.844478;4706.81;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;11;1449;270;[1413";236;1486;"305];2984.78;0.8112;3845.51;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B14;2;14;1;1;12;1601;273;[1565";240;1637;"309];3205.32;0.837224;3889.16;17"
