;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;1;2025;68;[1977";38;2045;"88];2908.52;0.462273;1463.89;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;2;1934;94;[1865";22;1975;"169];3400.76;0.397605;6760.52;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;3;1571;57;[1552";33;1590;"97];2777.15;0.647709;1702.37;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;4;187;99;[165";79;208;"120];3408.36;0.925619;1347.85;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;5;759;154;[710";107;796;"190];3241.25;0.592663;3945.59;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;6;1586;134;[1573";113;1605;"160];2950.94;0.576573;1078.49;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;7;1891;153;[1864";124;1926;"179];3413.24;0.679698;2188.92;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;8;368;232;[315";209;392;"267];2823.56;0.404695;2800.03;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;9;1295;290;[1274";252;1315;"313];2909.26;0.399719;1523.51;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;10;313;307;[285";280;342;"337];2573.7;0.438626;1606.55;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;11;1158;393;[1126";365;1181;"422];2925.33;0.548053;2178.27;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;12;1807;471;[1767";440;1841;"508];2616.05;0.559207;3296.15;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;13;383;478;[353";440;413;"519];3289.73;0.584805;2868.16;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;14;2035;524;[2002";480;2073;"577];3468.67;0.736364;4933.58;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;15;917;574;[889";549;942;"605];3151.84;0.573677;2249.6;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;16;866;602;[845";582;889;"624];3207.27;0.710487;1349.97;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;17;996;624;[970";594;1023;"658];2577.88;0.338185;1655.53;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;18;2088;683;[2071";665;2108;"717];2622.73;0.597261;1325.49;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;19;651;726;[634";685;671;"743];2935.32;0.516456;1328.68;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;20;1191;806;[1153";784;1231;"833];2509.86;0.398583;2189.98;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;21;1706;853;[1672";814;1766;"889];2869.59;0.525151;4010.53;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;22;321;1260;[300";1233;351;"1288];3091.91;0.478943;1544.81;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;23;1338;1343;[1316";1322;1355;"1369];2472.37;0.529768;1197.73;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;P21;16;21;1;1;24;1175;1377;[1130";1333;1200;"1403];3014.57;0.447065;2768.09;26"
