;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;1;976;187;[937";175;997;"210];2398.77;0.5386;1215.83;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;2;1711;219;[1695";188;1751;"231];2412.52;0.381624;1153.01;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;3;1003;793;[975";771;1029;"823];2269.98;0.424094;1516.06;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;4;1500;37;[1473";19;1523;"65];2645.16;0.491473;1368.07;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;5;1012;112;[993";97;1067;"145];2537.76;0.385611;1704.5;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;6;963;148;[907";103;990;"195];2895.64;0.557207;4015.86;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;7;902;130;[885";111;940;"147];2652.45;0.622633;1401.08;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;8;1477;163;[1448";120;1507;"207];2677.31;0.475701;2973.56;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;9;1388;170;[1353";134;1411;"189];2404.61;0.414649;1935.53;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K12;11;12;1;1;10;1672;213;[1622";164;1706;"239];2497.13;0.504374;3340.87;11"
