;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;1;1789;723;[1772";705;1822;"739];3236.25;0.664772;1164.73;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;2;664;24;[640";3;684;"48];3154.2;0.866311;1788.61;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;3;558;143;[518";105;593;"182];5398.98;0.940496;4682.33;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;4;1075;138;[1036";115;1099;"164];3411.57;0.728101;2199.56;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;5;1740;200;[1691";128;1839;"248];6777.22;0.870622;13054.7;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;6;425;191;[391";158;460;"226];5536.8;0.960094;3916.84;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;7;1034;239;[995";197;1069;"284];4259.16;0.830993;5104.99;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;8;1115;230;[1089";206;1147;"259];3195.04;0.851311;2388.01;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;9;598;288;[534";208;673;"356];7057.03;0.927737;15121.2;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;10;246;283;[198";234;304;"344];4598.08;0.897288;8967.54;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;11;1616;325;[1577";261;1651;"373];6107.1;0.839775;6232.45;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;12;725;321;[700";298;750;"345];3508.74;0.854086;1839.71;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;13;1201;342;[1168";311;1234;"375];4133.36;0.886558;3339.8;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;14;1681;349;[1641";314;1720;"385];6136.98;0.959624;4681.26;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;15;2152;364;[2108";321;2196;"446];4624.92;0.798878;7771.94;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;16;253;418;[203";357;304;"500];6151.77;0.917381;11435.4;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;17;1847;394;[1787";352;1887;"434];5238.13;0.852056;6260.13;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;18;129;416;[86";371;174;"465];5448.97;0.917304;5885.38;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;19;1976;460;[1927";406;2026;"515];7799.37;0.934398;8104.11;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;20;1104;446;[1078";420;1131;"475];4215.51;0.875412;2365.65;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;21;442;522;[354";427;486;"571];5771.33;0.829606;12230.7;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;22;745;471;[713";439;777;"505];4837.89;0.961726;3550.6;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;D3;4;3;1;1;23;2053;483;[2023";455;2087;"512];5463.51;0.971509;3073.64;29"
