;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;1;1381;200;[1368";184;1406;"241];2745.45;0.554705;1412.79;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;2;566;2127;[551";2086;587;"2144];2969.07;0.656878;1360.62;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;3;1034;118;[1010";96;1062;"147];2759.13;0.641248;1837.58;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;4;776;165;[722";149;795;"200];2755.25;0.397818;2089.91;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;5;1476;221;[1390";193;1514;"278];3192.91;0.506934;5785.3;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;6;1772;313;[1710";262;1795;"345];2813.58;0.521033;3669.84;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;7;293;294;[265";275;314;"332];2442.86;0.561647;1732.18;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;8;2006;327;[1965";303;2034;"353];2354.07;0.479936;2534.93;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;9;897;368;[883";317;926;"393];2552.27;0.416721;2044.13;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;10;420;393;[382";361;470;"419];2996.5;0.478766;2857.52;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;11;2057;459;[2038";441;2080;"480];3392.7;0.731439;1274.38;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;12;469;520;[440";478;543;"559];3117.64;0.547033;5001.72;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;13;1198;633;[1163";595;1229;"661];2241.62;0.112992;1937.66;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;14;1871;633;[1856";606;1887;"656];3115.2;0.786433;1159.4;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;15;1791;798;[1753";772;1838;"815];2547.57;0.430711;2133.56;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L14;12;14;1;1;16;494;835;[457";802;517;"854];2711.54;0.517237;1694.92;16"
