;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;1;1990;1185;[1959";1155;2016;"1219];2749.18;0.411641;2472.11;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;2;1113;99;[1045";12;1148;"137];4008.45;0.666669;8104.11;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;3;956;65;[922";28;990;"99];3885.15;0.667962;3815.7;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;4;1425;86;[1388";51;1462;"123];3849.49;0.765633;4233.04;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;5;2005;124;[1968";62;2041;"164];3316.9;0.688256;5597.92;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;6;1155;187;[1120";155;1187;"228];4100.5;0.76463;3965.82;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;7;1733;201;[1686";160;1775;"245];4594.64;0.860405;6234.58;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;8;732;210;[687";177;772;"245];4777.87;0.763868;4348.03;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;9;101;247;[62";208;148;"288];4091.04;0.878833;5671.38;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;10;1808;256;[1780";228;1833;"295];2952.5;0.49819;2705.27;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;11;1301;293;[1263";255;1341;"333];4784.4;0.867728;5134.8;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;12;1143;283;[1126";261;1163;"313];3058.36;0.420859;1026.32;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;13;1026;312;[986";266;1087;"346];3591.81;0.525581;5493.59;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;14;1189;352;[1130";274;1239;"439];2941.71;0.36438;11623.8;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;15;2018;352;[1974";317;2070;"389];4039.74;0.75255;4979.36;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;16;327;357;[286";316;379;"395];4543.01;0.804391;5783.17;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;17;1853;372;[1811";333;1894;"412];4860.03;0.901954;5365.83;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;18;1670;380;[1631";337;1707;"418];3927.49;0.751896;4662.1;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;19;454;384;[410";340;500;"429];5547.17;0.918366;6745.61;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;20;1762;413;[1722";374;1801;"452];4712.95;0.887352;5049.63;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;21;601;418;[562";380;639;"456];4635.89;0.808859;4652.52;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;22;97;443;[49";402;138;"482];4708.92;0.901838;5889.64;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;23;1493;467;[1453";427;1534;"506];5122.33;0.909786;5491.46;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;24;1138;472;[1110";439;1165;"499];3083.11;0.41003;2144.2;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;25;263;489;[228";454;303;"530];2901.56;0.601961;4258.6;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A13;1;13;1;1;26;2074;510;[2031";478;2107;"544];3695.66;0.694756;3872.13;27"
