;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;1;1576;45;[1546";3;1611;"88];3035.46;0.578209;3364.29;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;2;135;239;[26";141;298;"376];3881.91;0.709056;44423.5;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;3;1221;193;[1176";141;1315;"257];3075.83;0.661592;10420.8;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;4;1409;202;[1367";158;1453;"244];3111.25;0.706322;5957.77;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;5;1902;308;[1850";260;1950;"368];2975.77;0.660258;8211.64;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;6;1258;294;[1220";258;1300;"335];3149.66;0.770322;4444.91;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;7;305;395;[258";355;343;"434];3016.31;0.687589;4924;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;8;1814;418;[1786";388;1842;"449];2822.99;0.759894;2822.38;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;9;1443;501;[1378";461;1543;"588];3174.12;0.620534;10958.4;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;10;1607;501;[1573";470;1639;"538];2947.83;0.745448;3617.68;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;11;1991;544;[1921";476;2107;"602];2989.49;0.584022;13006.8;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;12;1879;520;[1852";491;1906;"552];2745.61;0.742965;2466.79;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;13;2147;554;[2106";519;2185;"608];2756.32;0.739086;5494.65;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;14;1328;690;[1299";645;1355;"720];2503.13;0.582131;2889.46;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;15;1228;709;[1199";674;1258;"741];2147.12;0.257591;2252.8;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;16;136;734;[94";688;186;"774];2933.4;0.730987;5753.36;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;17;526;751;[477";704;563;"793];3123.94;0.688815;5778.91;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;18;2085;742;[2045";707;2139;"813];2699.51;0.590873;6588.05;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;19;1870;807;[1827";763;1916;"847];2901.5;0.782331;5550.01;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;20;1691;859;[1642";783;1745;"949];2073.55;0.410798;13384.8;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;21;1162;840;[1120";799;1202;"885];3084.42;0.731708;5653.28;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;22;1935;866;[1905";837;1971;"896];2949.23;0.753876;2890.52;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;23;731;965;[688";928;770;"1005];3202.6;0.718196;4960.2;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;24;609;1039;[574";1004;652;"1075];3721.11;0.764187;4451.3;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;25;1986;1061;[1957";1032;2015;"1092];2609.74;0.695088;2567.93;30"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;26;314;1088;[285";1059;347;"1123];2887.1;0.725257;2989.53;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;27;1125;1111;[1091";1061;1158;"1142];2886.56;0.666713;4112.74;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;28;1472;1366;[1418";1317;1537;"1421];2966.15;0.73255;9283.74;34"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;29;1374;1399;[1323";1357;1419;"1444];3236.25;0.816017;6734.97;35"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;30;1136;1472;[1089";1424;1181;"1532];3403.06;0.809747;8004.03;36"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;31;1672;1717;[1624";1674;1720;"1761];3161.05;0.822037;6910.64;38"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;32;1351;1716;[1315";1697;1369;"1747];2561.06;0.632863;1726.86;39"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J23;10;23;1;1;33;772;1833;[701";1758;827;"1898];3153.1;0.74454;12100.8;40"
