;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;1;2121;600;[2106";588;2153;"628];3180.17;0.53155;1178.57;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;2;695;772;[668";757;715;"827];3438.64;0.495017;1901.46;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;3;848;27;[827";8;874;"57];3553.61;0.631158;1480.93;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;4;486;42;[460";21;508;"66];3412.14;0.637191;1487.31;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;5;930;47;[887";27;978;"89];3377.36;0.427373;3370.68;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;6;325;141;[306";119;351;"174];3383.13;0.65737;1635.3;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;7;777;159;[737";131;808;"205];3855.2;0.620428;3302.54;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;8;277;162;[259";149;307;"184];3191.68;0.671057;1151.95;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;9;1881;194;[1864";176;1902;"219];2966.95;0.5014;1043.36;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;10;473;231;[446";196;503;"259];4444.14;0.713822;2515.76;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;11;550;236;[513";218;587;"280];3524.8;0.46998;2655.23;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;12;684;254;[657";221;709;"289];3784.6;0.42731;2325.19;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;13;203;277;[170";258;233;"297];3634.54;0.540629;1645.95;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;14;460;345;[445";310;489;"360];3140.97;0.526768;1329.75;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;15;202;375;[171";310;234;"406];3830.84;0.458752;3504.82;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;16;1425;436;[1374";384;1484;"482];4285.02;0.643821;7046.91;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;17;1657;421;[1614";391;1714;"463];4239.54;0.484643;4141.48;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;18;1289;428;[1267";402;1319;"458];3750.47;0.579189;1991.96;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;19;304;456;[281";419;333;"475];3433.22;0.592518;1783.29;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;20;751;444;[727";419;786;"479];3853.76;0.505022;2120.78;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;21;266;488;[230";425;320;"562];3712.84;0.522305;7099.08;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;22;905;464;[844";429;943;"512];4191.18;0.64109;5659.67;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;23;2104;488;[2023";440;2144;"524];3129.99;0.266066;4061.63;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;24;694;499;[659";453;744;"542];3770.58;0.547336;4743.01;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;25;1935;482;[1897";456;1962;"526];3581.79;0.423246;2500.86;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;26;653;505;[630";490;671;"523];3543.49;0.655358;1050.81;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;27;1451;575;[1427";549;1477;"600];3328.8;0.307777;1528.84;30"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;28;446;573;[417";549;480;"599];4252;0.699775;2165.5;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;29;1885;576;[1849";551;1908;"645];3610.02;0.420692;2757.44;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;30;492;594;[470";558;507;"619];3590.39;0.742283;1624.65;33"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;I1;9;1;1;1;31;1545;598;[1514";567;1579;"644];2830.19;0.158663;2195.31;34"
