;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;1;301;201;[283";186;336;"230];2043.01;0.436648;1156.21;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;2;2105;72;[2059";30;2154;"117];2232.55;0.565202;3841.25;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;3;2175;110;[2144";87;2203;"141];2008.12;0.7062;2047.32;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;4;2096;121;[2075";95;2118;"144];2036.47;0.817339;1452.18;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;5;964;157;[921";124;989;"184];2318.97;0.554402;2891.59;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;6;1472;183;[1447";156;1508;"215];2650.66;0.528703;1942.98;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;7;1505;240;[1483";183;1574;"270];2248.69;0.462652;3973.27;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;8;1379;226;[1336";199;1403;"283];2354.96;0.416704;2671.2;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;9;1682;280;[1649";251;1757;"351];2240.34;0.368449;4897.38;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;10;597;280;[565";253;622;"327];2204.03;0.449193;2397.59;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;11;1858;294;[1824";265;1884;"354];2468.52;0.538082;3636.84;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;12;1468;457;[1438";404;1498;"479];2352.16;0.44818;2235.76;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;13;485;474;[462";436;508;"501];2344.25;0.488447;1818.42;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;14;1117;573;[1085";528;1137;"604];2120.25;0.500075;2666.95;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;15;663;597;[635";566;683;"625];2154.75;0.355746;1437.28;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;16;481;663;[455";639;514;"688];2217.78;0.462722;1727.92;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;17;585;674;[567";644;608;"697];2048.53;0.403324;1375.53;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;18;1030;746;[999";689;1051;"768];2001.28;0.40613;2154.85;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;19;1647;797;[1613";725;1676;"824];2108.52;0.402662;3675.17;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;20;1201;755;[1187";725;1248;"782];2398.32;0.386419;1674.69;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;21;529;771;[482";736;559;"792];2221.39;0.386486;2211.28;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;K19;11;19;1;1;22;1522;884;[1497";868;1542;"902];2439.07;0.698504;1133.85;23"
