;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;1;2172;1345;[2143";1329;2194;"1374];2315.72;0.518093;1157.27;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;2;2090;67;[2059";16;2134;"105];2319.4;0.504354;3484.6;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;3;508;37;[470";25;525;"80];2145.45;0.274448;1453.25;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;4;2144;107;[2111";80;2182;"145];2294.07;0.531783;2666.95;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;5;1059;170;[1032";148;1134;"200];2554.35;0.422271;3559.12;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;6;1442;192;[1414";147;1480;"223];2731.91;0.580528;3249.31;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;7;1909;241;[1858";206;1938;"276];2243.44;0.336838;2937.37;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;8;381;239;[352";217;416;"307];2686.24;0.428207;3221.63;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;9;2082;279;[2042";252;2108;"327];2424.17;0.591077;3094.93;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;O5;15;5;1;1;10;56;321;[40";294;110;"356];2196.41;0.358285;2089.91;12"
