;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;1;38;424;[23";404;73;"450];2789.84;0.65179;1408.53;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;2;1421;46;[1383";22;1458;"170];3037.16;0.356844;4634.42;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;3;1473;50;[1436";22;1510;"97];4143.71;0.607893;3147.1;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;4;2094;67;[2065";29;2139;"87];2891.92;0.478356;2039.87;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;5;754;58;[732";40;773;"78];2982.58;0.721797;1163.66;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;6;1888;75;[1867";55;1917;"94];2821;0.636819;1372.33;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;7;687;156;[670";135;716;"181];3306.63;0.659631;1436.21;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;8;1741;193;[1713";141;1772;"230];3192.78;0.52999;3229.08;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;9;932;178;[892";147;974;"230];2946.19;0.504729;4440.65;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;10;2004;200;[1973";166;2016;"232];3393.46;0.603719;1378.72;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J10;10;10;1;1;11;638;212;[609";176;677;"232];3166.27;0.521081;2296.45;14"
