;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;1;2103;36;[2069";11;2128;"64];2760.71;0.61269;1918.5;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;2;1767;87;[1730";61;1796;"119];3212.45;0.509638;2388.01;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;3;1278;136;[1237";94;1328;"177];4916.38;0.754926;5698;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;4;1853;166;[1803";130;1892;"204];4651.6;0.833133;5089.02;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;5;1486;282;[1446";244;1531;"320];5390.64;0.851881;5411.61;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;6;249;283;[214";248;298;"320];3268.22;0.672069;4988.94;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;7;600;319;[543";267;654;"376];5750.74;0.864894;8717.34;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;8;2148;310;[2114";276;2193;"345];4605.57;0.915439;4425.74;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;9;1898;323;[1860";287;1942;"361];4627.98;0.865988;4917.61;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;10;1595;374;[1553";340;1632;"408];4988.15;0.791933;4144.68;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;11;372;388;[334";352;417;"453];3259.33;0.518779;5565.98;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;12;2126;386;[2086";351;2184;"422];4437.16;0.849492;5756.56;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;13;154;392;[129";370;184;"420];2590.15;0.483346;1732.18;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;14;479;584;[381";461;609;"666];2813.8;0.318903;25090.6;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;15;1770;411;[1733";377;1805;"449];4090.37;0.739192;3894.49;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;16;835;423;[791";380;884;"467];4945.64;0.771852;6116.41;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;17;1368;435;[1327";394;1410;"476];6120.63;0.912591;5521.27;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;18;1646;432;[1610";397;1690;"468];5115.2;0.907592;4674.87;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;19;999;480;[949";451;1052;"507];4424.51;0.605482;4326.73;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;20;2051;549;[2008";507;2103;"593];5390.88;0.94063;6685.99;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;21;1923;544;[1890";513;1963;"575];3775.99;0.695185;3593.19;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;22;1568;577;[1529";544;1604;"619];4860.59;0.783442;4369.32;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;23;1770;576;[1733";541;1805;"612];4063.61;0.708739;3798.67;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;24;1129;602;[1089";565;1169;"638];5291.18;0.773865;4480.04;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;25;79;628;[32";597;116;"659];3049.09;0.636087;4016.92;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;26;726;641;[656";603;771;"677];3076.21;0.270963;4162.78;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;27;2057;643;[2024";605;2090;"679];3810.05;0.784089;3815.7;30"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;28;1020;648;[978";619;1060;"676];4190.12;0.513617;3522.92;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;29;2144;672;[2121";649;2170;"700];2638.77;0.384927;1442.6;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;30;927;708;[882";675;961;"744];4368.28;0.816547;4369.32;33"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;31;552;713;[507";673;599;"750];3553.44;0.669629;5509.56;34"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;32;210;764;[173";728;250;"803];3468.55;0.727148;4532.21;35"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;33;1306;764;[1270";729;1349;"800];4978.73;0.811482;4751.53;36"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;34;689;788;[646";745;733;"834];5693.48;0.954127;6309.11;37"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;35;1739;790;[1699";750;1781;"832];4933.34;0.88465;5564.92;38"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;36;1985;771;[1904";694;2026;"815];4349.26;0.675935;9799.03;39"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;37;2108;812;[2067";775;2163;"853];4935.8;0.894172;6069.56;40"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;38;542;813;[502";773;581;"854];4429.12;0.837726;5375.41;41"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;39;909;820;[864";774;955;"888];5698.77;0.905857;8140.3;42"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;40;445;844;[388";807;481;"914];3608.05;0.63565;6036.56;43"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;41;137;891;[97";850;179;"933];3995.38;0.863915;5545.76;44"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;42;1147;902;[1113";868;1191;"936];3952.79;0.705359;4397;45"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;A9;1;9;1;1;43;967;917;[950";898;1003;"935];2991.64;0.350426;1135.98;46"
