;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;1;309;145;[295";122;333;"173];2576.81;0.493083;1177.5;1"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;2;401;622;[389";610;438;"662];2373.61;0.479415;1280.77;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;3;1238;1640;[1220";1623;1255;"1671];2265.17;0.570289;1034.84;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;4;1772;1703;[1755";1690;1805;"1749];2186.92;0.451062;1201.99;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;5;706;1725;[681";1713;731;"1748];2523.55;0.537629;1038.03;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;6;722;1773;[686";1749;744;"1792];2110.08;0.451281;1305.26;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;7;311;38;[286";8;349;"71];2039.75;0.52064;1865.26;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;8;1848;47;[1827";21;1873;"66];2795.05;0.553833;1467.09;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;9;1085;63;[1022";28;1124;"115];2423.39;0.449445;4412.97;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;10;711;96;[695";56;731;"112];2609.84;0.638414;1508.61;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;11;377;108;[348";79;414;"131];2327.08;0.659718;2397.59;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;12;1126;100;[1108";72;1156;"133];2439.26;0.497407;1512.87;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;13;701;129;[674";109;729;"150];2320.46;0.558506;1442.6;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;14;683;240;[664";214;710;"267];2665.7;0.61538;1469.22;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;15;642;255;[614";215;672;"288];2694.03;0.548557;2762.76;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;16;489;435;[469";413;526;"461];2531.58;0.393228;1670.43;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;17;2156;558;[2138";541;2178;"580];2321.35;0.714773;1243.51;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;18;1155;647;[1130";624;1188;"687];2408.48;0.45677;1654.46;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;19;1640;662;[1605";621;1679;"702];2307.15;0.191059;2932.04;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;20;1596;762;[1571";736;1611;"793];2429.56;0.289375;1065.71;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;21;577;825;[553";810;591;"866];2129.82;0.526651;1174.31;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;22;1094;880;[1080";868;1128;"910];2498.32;0.544266;1357.43;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;M11;13;11;1;1;23;1102;922;[1076";895;1127;"954];2371.67;0.417425;1492.64;26"
