;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;1;1137;45;[1108";2;1164;"71];2507.99;0.595128;2269.83;2"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;2;575;67;[536";29;617;"110];2843.17;0.687087;4266.05;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;3;639;100;[607";43;682;"130];2621.26;0.568967;3389.84;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;4;581;121;[555";85;612;"160];2734.11;0.61927;2380.55;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;5;1233;202;[1208";185;1250;"233];2462.95;0.416196;1138.11;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;6;1002;245;[962";198;1039;"282];2446.23;0.47512;3520.79;7"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;7;466;245;[440";223;496;"276];2284.55;0.48752;1684.27;8"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;8;1531;268;[1503";221;1571;"302];2074.35;0.359682;3336.61;9"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;9;782;272;[723";230;823;"319];2515.92;0.435555;4470.46;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;10;818;309;[791";284;849;"335];2485.9;0.618973;2044.13;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;11;1190;334;[1167";303;1230;"363];2626.04;0.45607;2327.32;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;12;332;397;[313";366;360;"435];2180.13;0.416716;1643.82;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;13;2035;503;[2018";471;2073;"540];2429.8;0.480219;2240.02;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;14;1506;524;[1482";476;1549;"584];2504.56;0.339231;3612.35;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;15;1337;509;[1294";482;1361;"542];2445.65;0.460633;2607.32;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;16;554;558;[505";514;591;"607];2547.67;0.413276;4143.61;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;L18;12;18;1;1;17;1091;564;[1064";541;1111;"590];2323.59;0.521203;1511.8;19"
