;;;"ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;1;1032;101;[1011";53;1075;"119];3406.84;0.473141;2020.7;3"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;2;1809;523;[1790";501;1828;"543];3223.25;0.764066;1190.28;4"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;3;1121;697;[1107";684;1146;"736];3193.49;0.563561;1319.1;5"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;4;122;1247;[107";1223;175;"1259];2472.43;0.487171;1275.45;6"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;5;1272;74;[1240";28;1296;"131];2957.05;0.383982;3132.2;10"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;6;1107;94;[1070";56;1138;"130];5986.48;0.747044;4027.57;11"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;7;591;120;[576";77;626;"145];3134.14;0.539755;1843.97;12"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;8;745;99;[727";80;762;"121];3203.77;0.696944;1098.72;13"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;9;708;144;[686";114;774;"182];3563.45;0.52119;2694.63;14"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;10;325;162;[298";141;344;"192];2958.79;0.633006;1605.49;15"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;11;1008;232;[980";197;1035;"262];3542.72;0.673811;2712.73;16"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;12;1964;268;[1926";227;1992;"292];3148.2;0.605015;2533.86;17"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;13;308;275;[268";233;330;"307];3150.57;0.563022;2274.09;18"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;14;2141;296;[2113";248;2156;"329];3269.67;0.50878;2080.32;19"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;15;1853;285;[1814";255;1877;"315];3261.42;0.574376;2502.99;20"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;16;1160;303;[1130";274;1185;"326];3150.49;0.515113;1788.61;21"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;17;1590;328;[1544";293;1616;"358];3385.59;0.574523;3062.99;22"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;18;556;329;[522";308;580;"355];2983.16;0.570616;1842.91;23"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;19;548;381;[528";358;572;"401];2876.3;0.597639;1060.39;24"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;20;865;404;[831";380;890;"463];3026.29;0.512289;3000.18;25"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;21;1054;413;[1027";388;1103;"469];3598.18;0.532143;3550.6;26"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;22;157;441;[127";416;183;"484];3398.65;0.528398;2225.12;27"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;23;411;445;[390";425;447;"464];3070.64;0.547011;1555.45;28"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;24;1867;489;[1815";440;1943;"562];3917.28;0.52203;8399.01;29"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;25;1005;463;[969";443;1026;"502];3321.71;0.499309;2067.55;30"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;26;1797;473;[1773";445;1838;"515];3532.24;0.675233;2537.06;31"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;27;681;485;[632";457;706;"511];3304.49;0.669181;2612.65;32"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;28;126;529;[88";504;176;"565];2946.15;0.595552;3294.02;33"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;29;657;526;[634";509;691;"557];3382.54;0.502046;1660.85;34"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;30;1011;588;[954";558;1042;"638];3487.27;0.565186;4336.31;35"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;31;943;613;[921";583;958;"642];3040.84;0.573341;1270.13;36"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;32;1079;696;[1034";669;1109;"727];4581.16;0.796986;3327.03;37"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;33;1135;810;[1108";774;1159;"842];3117.95;0.532438;2114.39;38"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;34;1334;827;[1311";796;1374;"849];3922.32;0.710953;1964.28;39"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;35;2145;859;[2117";815;2180;"900];3435.02;0.564772;3327.03;40"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;36;1165;872;[1136";838;1188;"898];3207.85;0.634435;2088.84;41"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;37;1505;967;[1458";926;1547;"1002];3497.05;0.653569;3706.04;42"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;38;769;1039;[717";988;814;"1096];2999.4;0.435208;4038.21;43"
"210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;J4;10;4;1;1;39;288;1096;[247";1061;320;"1137];4295.15;0.753063;3385.58;44"
