ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;Organoids Selected - Intensity Cell Channel2 Mean;Organoids Selected - Cell Roundness;Organoids Selected - Cell Area [µm²];Organoids Selected - Object No in Organoids
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;1;1286;38;[1244,3,1326,94];2134.04;0.634526;5373.28;3
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;2;500;33;[468,5,539,63];2072.86;0.700891;3075.77;4
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;3;837;76;[797,37,878,126];2172.55;0.66848;5394.58;5
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;4;1765;82;[1725,37,1811,138];2155.11;0.724078;6405.99;6
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;5;1963;85;[1917,41,2014,130];2115.27;0.749343;6712.61;7
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;6;1380;141;[1344,99,1417,183];2156.89;0.683888;4352.28;8
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;7;498;185;[389,137,547,233];2262.8;0.560616;10633.7;9
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;8;1045;185;[954,132,1102,240];2521.18;0.711131;13159.1;10
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;9;568;164;[547,144,588,193];2024;0.671017;1442.6;11
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;10;1426;244;[1402,222,1447,270];2232.08;0.688509;1632.11;12
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;11;1478;262;[1447,219,1511,287];2310.52;0.642661;2595.61;13
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;12;660;269;[615,241,690,300];2181.54;0.551014;3327.03;14
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;13;1173;269;[1142,241,1208,302];2105.6;0.676081;3169.46;15
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;14;1543;271;[1518,248,1566,294];2065.04;0.724489;1656.59;16
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;15;961;281;[926,250,996,314];2189.28;0.57494;3494.18;17
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;16;464;304;[427,260,505,347];2300.27;0.688594;5164.61;18
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;17;2114;342;[2031,297,2157,424];2229.52;0.644062;10350.5;19
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;18;1664;345;[1630,297,1701,391];2121.03;0.562641;4587.57;20
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;19;647;333;[607,306,676,364];2177.27;0.627773;2713.79;21
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;20;1916;365;[1875,328,1957,416];2242.37;0.736546;5283.85;22
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;21;73;391;[41,362,115,421];2064.86;0.658966;3413.26;23
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;22;1423;405;[1386,365,1459,444];2260.57;0.61661;4130.84;24
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;23;1907;439;[1867,398,1952,481];2312.27;0.774626;5232.75;25
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;24;37;494;[10,466,68,522];1962.71;0.708002;2365.65;26
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;25;981;519;[949,482,1012,547];2179.15;0.602088;2830.9;27
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;26;491;523;[468,485,524,546];2025.99;0.392102;2231.5;28
210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;F19;6;19;1;1;27;596;630;[573,609,618,654];2046.86;0.662094;1548;29
