;well_id;well_name;row;column;plate;cond_id;Navi;Lapa;Bini;Vino;n_organoids;mean_roundness;Cond_name
175;532;H22;8;22;1;3;0.004959882522588;0.0;0.0;0.0;43;0.5215902139534884;Navi
176;58;A23;1;23;1;11;0.0;0.17607574;0.17607574;19.9883164;39;0.5971632179487179;VinoLapa175Bini175
177;62;A24;1;24;1;11;0.0;0.17607574;0.17607574;19.9883164;89;0.5581411662921348;VinoLapa175Bini175
178;126;B23;2;23;1;11;0.0;0.17607574;0.17607574;6.1006524;38;0.635383105263158;VinoLapa175Bini175
179;130;B24;2;24;1;11;0.0;0.17607574;0.17607574;6.1006524;82;0.5101801585365854;VinoLapa175Bini175
180;194;C23;3;23;1;11;0.0;0.1760752036748;0.1760752036748;1.884748659054;79;0.5655572531645569;VinoLapa175Bini175
181;198;C24;3;24;1;11;0.0;0.1760752036748;0.1760752036748;1.884748659054;103;0.5628155048543689;VinoLapa175Bini175
182;262;D23;4;23;1;11;0.0;0.1760755704948;0.1760755704948;0.5951850270246;81;0.5063321987654321;VinoLapa175Bini175
183;266;D24;4;24;1;11;0.0;0.1760755704948;0.1760755704948;0.5951850270246;77;0.5328871815584415;VinoLapa175Bini175
184;330;E23;5;23;1;11;0.0;0.1760756826641;0.1760756826641;0.1760756826641;127;0.4841348897637795;VinoLapa175Bini175
185;334;E24;5;24;1;11;0.0;0.1760756826641;0.1760756826641;0.1760756826641;92;0.4680259532608696;VinoLapa175Bini175
186;398;F23;6;23;1;11;0.0;0.1760757169642;0.1760757169642;0.05455867286214;80;0.5064791;VinoLapa175Bini175
187;402;F24;6;24;1;11;0.0;0.1760757169642;0.1760757169642;0.05455867286214;82;0.5005686219512194;VinoLapa175Bini175
188;466;G23;7;23;1;11;0.0;0.1760757274527;0.1760757274527;0.01735957876294;75;0.50983356;VinoLapa175Bini175
189;470;G24;7;24;1;11;0.0;0.1760757274527;0.1760757274527;0.01735957876294;71;0.4846869014084508;VinoLapa175Bini175
190;534;H23;8;23;1;11;0.0;0.17607573066;0.17607573066;0.004959879736901;64;0.50407315625;VinoLapa175Bini175
191;538;H24;8;24;1;11;0.0;0.17607573066;0.17607573066;0.004959879736901;62;0.5369773870967742;VinoLapa175Bini175
192;542;I01;9;1;1;9;0.0;19.9883164;0.00495988;0.11903712;77;0.5062209181818184;LapaBiniVino120
193;546;I02;9;2;1;9;0.0;19.9883164;0.01735958;0.11903712;61;0.5394130131147541;LapaBiniVino120
194;550;I03;9;3;1;9;0.0;19.9883164;0.05455868;0.11903712;52;0.5666821115384616;LapaBiniVino120
195;554;I04;9;4;1;9;0.0;19.9883164;0.17607574;0.11903712;52;0.5179342500000002;LapaBiniVino120
196;558;I05;9;5;1;9;0.0;19.9883164;0.5951856;0.11903712;62;0.5415228870967743;LapaBiniVino120
197;562;I06;9;6;1;9;0.0;19.9883164;1.8847544;0.11903712;59;0.4871654745762712;LapaBiniVino120
198;566;I07;9;7;1;9;0.0;19.9883164;6.1006524;0.11903712;59;0.4646860508474576;LapaBiniVino120
199;570;I08;9;8;1;9;0.0;19.9883164;19.9883164;0.11903712;73;0.5305254232876713;LapaBiniVino120
200;573;I09;9;9;1;9;0.0;19.9883164;0.00495988;0.11903712;63;0.5154011269841269;LapaBiniVino120
201;577;I10;9;10;1;9;0.0;19.9883164;0.01735958;0.11903712;43;0.5261718837209303;LapaBiniVino120
202;581;I11;9;11;1;9;0.0;19.9883164;0.05455868;0.11903712;43;0.4516487441860465;LapaBiniVino120
203;585;I12;9;12;1;9;0.0;19.9883164;0.17607574;0.11903712;48;0.4000252916666666;LapaBiniVino120
204;589;I13;9;13;1;9;0.0;19.9883164;0.5951856;0.11903712;44;0.3725119772727273;LapaBiniVino120
205;593;I14;9;14;1;9;0.0;19.9883164;1.8847544;0.11903712;64;0.5448834890625001;LapaBiniVino120
206;597;I15;9;15;1;9;0.0;19.9883164;6.1006524;0.11903712;70;0.5245516571428569;LapaBiniVino120
207;601;I16;9;16;1;9;0.0;19.9883164;19.9883164;0.11903712;69;0.540785663768116;LapaBiniVino120
208;622;J01;10;1;1;9;0.0;6.1006524;0.00495988;0.11903712;39;0.6102415128205129;LapaBiniVino120
209;626;J02;10;2;1;9;0.0;6.1006524;0.01735958;0.11903712;79;0.4968638468354431;LapaBiniVino120
210;630;J03;10;3;1;9;0.0;6.1006524;0.05455868;0.11903712;34;0.6028759705882354;LapaBiniVino120
211;634;J04;10;4;1;9;0.0;6.1006524;0.17607574;0.11903712;58;0.560296848275862;LapaBiniVino120
212;638;J05;10;5;1;9;0.0;6.1006524;0.5951856;0.11903712;47;0.5849860212765957;LapaBiniVino120
213;642;J06;10;6;1;9;0.0;6.1006524;1.8847544;0.11903712;28;0.6610014642857144;LapaBiniVino120
214;646;J07;10;7;1;9;0.0;6.1006524;6.1006524;0.11903712;56;0.5990721428571428;LapaBiniVino120
215;650;J08;10;8;1;9;0.0;6.1006524;19.9883164;0.11903712;74;0.5476985364864864;LapaBiniVino120
216;654;J09;10;9;1;9;0.0;6.1006524;0.00495988;0.11903712;57;0.5549514743859649;LapaBiniVino120
217;658;J10;10;10;1;9;0.0;6.1006524;0.01735958;0.11903712;69;0.5689523913043478;LapaBiniVino120
218;662;J11;10;11;1;9;0.0;6.1006524;0.05455868;0.11903712;60;0.5974976666666667;LapaBiniVino120
219;666;J12;10;12;1;9;0.0;6.1006524;0.17607574;0.11903712;62;0.5697994951612904;LapaBiniVino120
220;670;J13;10;13;1;9;0.0;6.1006524;0.5951856;0.11903712;71;0.5118503835211268;LapaBiniVino120
221;674;J14;10;14;1;9;0.0;6.1006524;1.8847544;0.11903712;61;0.4988844081967213;LapaBiniVino120
222;678;J15;10;15;1;9;0.0;6.1006524;6.1006524;0.11903712;74;0.5082211621621621;LapaBiniVino120
223;682;J16;10;16;1;9;0.0;6.1006524;19.9883164;0.11903712;74;0.4836034837837837;LapaBiniVino120
224;704;K01;11;1;1;9;0.0;1.884749339553;0.004959866683035;0.1190368003928;43;0.5514839069767442;LapaBiniVino120
225;708;K02;11;2;1;9;0.0;1.884749305222;0.01735953307441;0.1190367982246;6;0.5951504999999999;LapaBiniVino120
226;712;K03;11;3;1;9;0.0;1.884749192951;0.05455852926964;0.1190367911338;25;0.54310232;LapaBiniVino120
227;716;K04;11;4;1;9;0.0;1.884748825798;0.1760752192522;0.1190367679451;32;0.5994866875;LapaBiniVino120
228;720;K05;11;5;1;9;0.0;1.884747625118;0.5951834605636;0.1190366921127;44;0.6824720681818183;LapaBiniVino120
229;724;K06;11;6;1;9;0.0;1.884743698614;1.884743698614;0.119036444123;43;0.6734315116279072;LapaBiniVino120
230;728;K07;11;7;1;9;0.0;1.8847544;6.1006524;0.11903712;50;0.430580524;LapaBiniVino120
231;732;K08;11;8;1;9;0.0;1.8847544;19.9883164;0.11903712;33;0.653273;LapaBiniVino120
232;736;K09;11;9;1;9;0.0;1.884749339553;0.004959866683035;0.1190368003928;59;0.4861339491525423;LapaBiniVino120
233;740;K10;11;10;1;9;0.0;1.884749305222;0.01735953307441;0.1190367982246;67;0.5150557522388058;LapaBiniVino120
234;744;K11;11;11;1;9;0.0;1.884749192951;0.05455852926964;0.1190367911338;66;0.5207264696969697;LapaBiniVino120
235;748;K12;11;12;1;9;0.0;1.884748825798;0.1760752192522;0.1190367679451;62;0.469906564516129;LapaBiniVino120
236;752;K13;11;13;1;9;0.0;1.884747625118;0.5951834605636;0.1190366921127;57;0.477546149122807;LapaBiniVino120
237;756;K14;11;14;1;9;0.0;1.884743698614;1.884743698614;0.119036444123;50;0.479642546;LapaBiniVino120
238;760;K15;11;15;1;9;0.0;1.8847544;6.1006524;0.11903712;88;0.4078647113636364;LapaBiniVino120
239;764;K16;11;16;1;9;0.0;1.8847544;19.9883164;0.11903712;65;0.4583886923076922;LapaBiniVino120
240;786;L01;12;1;1;9;0.0;0.5951852419201;0.004959877016001;0.119037048384;48;0.5483870833333334;LapaBiniVino120
241;790;L02;12;2;1;9;0.0;0.5951852310786;0.01735956923979;0.1190370462157;59;0.7737763220338982;LapaBiniVino120
242;794;L03;12;3;1;9;0.0;0.5951851956245;0.05455864293224;0.1190370391249;5;0.6618482;LapaBiniVino120
243;798;L04;12;4;1;9;0.0;0.5951850796808;0.1760755860722;0.1190370159362;32;0.450627875;LapaBiniVino120
244;802;L05;12;5;1;9;0.0;0.5951847005172;0.5951847005172;0.1190369401034;41;0.4834847878048781;LapaBiniVino120
245;806;L06;12;6;1;9;0.0;0.5951834605636;1.884747625118;0.1190366921127;51;0.5955405490196078;LapaBiniVino120
246;810;L07;12;7;1;9;0.0;0.5951856;6.1006524;0.11903712;36;0.5060373333333332;LapaBiniVino120
247;814;L08;12;8;1;9;0.0;0.5951856;19.9883164;0.11903712;38;0.453590747368421;LapaBiniVino120
248;818;L09;12;9;1;9;0.0;0.5951852419201;0.004959877016001;0.119037048384;43;0.4730592093023255;LapaBiniVino120
249;822;L10;12;10;1;9;0.0;0.5951852310786;0.01735956923979;0.1190370462157;40;0.4213513949999999;LapaBiniVino120
250;826;L11;12;11;1;9;0.0;0.5951851956245;0.05455864293224;0.1190370391249;48;0.4212430333333333;LapaBiniVino120
