;Unnamed: 0;ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;mean_intensity;cell_round;cell_area;object_no;alive_bool;status
0;0;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;1;1670;95;[1600,29,1738,212];2558.87;0.625708;16498.9;4;False;dead
1;1;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;2;239;162;[219,144,259,180];1936.74;0.696907;1052.94;5;False;dead
2;2;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;3;737;187;[707,155,775,219];2363.47;0.71506;3101.32;6;True;alive
3;3;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;4;1314;235;[1220,167,1358,282];2652.92;0.617645;9199.63;7;False;dead
4;4;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;5;217;218;[183,176,254,253];1908.9;0.575798;3364.29;8;False;dead
5;5;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;6;1019;239;[987,198,1057,272];2575.37;0.646708;3460.11;9;False;dead
6;6;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;7;970;282;[928,248,1005,311];2324.0;0.657348;3297.22;10;False;dead
7;7;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;8;2171;306;[2122,290,2190,328];2118.03;0.561635;1455.37;11;False;dead
8;8;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;9;1705;320;[1676,287,1748,365];2321.85;0.432528;3183.3;12;False;dead
9;9;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;10;1954;331;[1921,294,2004,362];2450.82;0.549206;3666.65;13;False;dead
10;10;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;11;2093;377;[2052,341,2159,434];2411.78;0.512633;7277.94;14;False;dead
11;11;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;12;643;384;[606,349,693,421];2506.71;0.744997;4689.78;15;True;alive
12;12;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;13;907;407;[829,363,953,485];2688.41;0.672628;9585.03;16;False;dead
13;13;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;14;141;429;[110,388,218,466];2153.45;0.494109;4522.63;17;False;dead
14;14;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;15;1713;455;[1684,426,1754,487];2657.08;0.695545;3323.83;18;False;dead
15;15;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;16;227;595;[188,518,289,646];2314.32;0.664919;9227.31;19;False;dead
16;16;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;17;638;667;[603,631,684,705];2425.62;0.69819;4696.17;20;True;alive
17;17;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;H20;8;20;1;1;18;47;734;[8,698,91,769];2158.19;0.725671;4484.3;21;True;alive
