;Unnamed: 0;ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;mean_intensity;cell_round;cell_area;object_no;alive_bool;status
0;0;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;1;1153;98;[1117,61,1272,148];5256.15;0.778822;10010.9;4;True;alive
1;1;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;2;1455;106;[1412,64,1499,148];5442.81;0.936215;5593.66;5;True;alive
2;2;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;3;2108;134;[2069,88,2147,173];4558.21;0.934118;5305.14;6;True;alive
3;3;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;4;676;135;[637,97,714,177];4356.94;0.8702;4801.57;7;True;alive
4;4;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;5;1753;143;[1716,106,1803,181];4802.33;0.887245;5048.56;8;True;alive
5;5;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;6;363;187;[331,156,403,221];4448.83;0.895327;3887.03;10;True;alive
6;6;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;7;2013;195;[1986,171,2038,224];3661.31;0.849846;2144.2;11;True;alive
7;7;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;8;220;219;[184,184,265,261];4975.93;0.906796;5202.94;12;True;alive
8;8;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;9;1587;228;[1558,200,1617,259];4088.65;0.849392;2771.28;13;True;alive
9;9;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;10;866;240;[838,213,894,273];4352.25;0.833936;2770.22;14;True;alive
10;10;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;11;562;253;[535,223,590,277];3182.78;0.609114;1741.77;15;False;dead
11;11;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;12;1403;280;[1371,250,1438,314];4002.84;0.760233;3097.06;16;True;alive
12;12;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;B1;2;1;1;1;13;1553;317;[1515,274,1586,351];4788.1;0.888874;4546.05;17;True;alive
