;Unnamed: 0;ScreenName;ScreenID;PlateName;PlateID;MeasurementDate;MeasurementID;WellName;Row;Column;Field;Timepoint;Object Number;X;Y;Bounding Box;mean_intensity;cell_round;cell_area;object_no;alive_bool;status
0;0;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;1;1450;50;[1418,27,1477,78];2499.77;0.652591;2187.85;5;False;dead
1;1;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;2;505;66;[474,32,537,102];2199.07;0.356256;2531.73;6;False;dead
2;2;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;3;1861;200;[1813,140,1903,237];2516.19;0.666094;6035.49;7;False;dead
3;3;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;4;1651;196;[1611,162,1689,232];2675.73;0.68415;4000.95;8;False;dead
4;4;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;5;338;194;[301,167,376,232];2306.65;0.518144;2975.69;9;False;dead
5;5;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;6;1970;280;[1941,252,1998,310];2448.11;0.665657;2197.44;10;False;dead
6;6;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;7;676;306;[652,282,703,333];2500.87;0.621002;1797.13;11;False;dead
7;7;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;8;196;348;[162,315,234,382];2206.92;0.638291;3311.06;12;False;dead
8;8;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;9;165;434;[120,402,199,477];2382.72;0.655439;4454.49;13;False;dead
9;9;210429_E21-002_RAS16-synergy;4255;CELLBIO-LAB009;4605;2021-04-29T14:00:02Z;4655;G8;7;8;1;1;10;1985;457;[1965,436,2008,490];2406.22;0.606573;1730.05;14;False;dead
